id,name,name__cy,name__en,name__nl,name__de,name__fr,name__sl,name__ast,name__ca,name__es,name__it,name__da,name__fi,name__sv,name__hu,name__pt,name__pl,name__cs,name__nb,name__pt_br,wikipedia__commons,wikipedia__cy,wikipedia__en,birth_date,gender,given_name,occupation,family_name,identifier__welsh_assembly,identifier__freebase,image,identifier__democracyclub,twitter,original_wikiname,name__ar,name__ru,name__sq,wikipedia__ar,website,identifier__VIAF,identifier__google_knowledge,name__eu,name__ja,name__br,name__arz,wikipedia__arz,wikipedia__br,wikipedia__ca,wikipedia__de,wikipedia__es,wikipedia__eu,wikipedia__fr,wikipedia__it,identifier__LCAuth,identifier__hansard,identifier__FAST,identifier__national_archives,identifier__rush,identifier__ISNI,identifier__ukparliamentid,identifier__goodreads,identifier__ne_se,identifier__TWFY,name__sco,name__zh,name__vi,name__gd,name__id,name__ga,name__gl,name__pcd,name__eo,name__oc,name__la,name__kw,name__bn,name__be_tarask,name__ko,wikipedia__enwikiquote,wikipedia__fi,wikipedia__ga,wikipedia__gl,wikipedia__kw,wikipedia__la,wikipedia__ruwikinews,wikipedia__sco,wikipedia__simple,wikipedia__vi,facebook,name__zh_hant,name__zh_cn,name__zh_hans,wikipedia__ru,name__tr,name__scn,name__ie,name__el,name__uk,name__sk,name__fo,name__kl,name__en_gb,name__nn,name__zh_hk,name__lt,wikipedia__cs,wikipedia__el,wikipedia__gd,wikipedia__hu,wikipedia__ie,wikipedia__ko,wikipedia__lt,wikipedia__pl,wikipedia__scn,wikipedia__tr,wikipedia__uk,wikipedia__zh,identifier__Britannica,identifier__NTA,identifier__BBC_things,name__fa,wikipedia__fa,email,name__dag,wikipedia__pt,death_date,name__en_ca,name__af,name__an,name__bar,name__co,name__de_at,name__de_ch,name__et,name__frp,name__fur,name__gsw,name__hr,name__ia,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pms,name__rm,name__ro,name__sc,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,wikipedia__sv,identifier__journalisted,identifier__current_hansard,identifier__publicwhip,identifier__bbc_democracy_live,identifier__ORCID,identifier__GND,name__ext,wikipedia__mg,wikipedia__oc,identifier__NPG,identifier__NNDB,name__he,wikipedia__cywikiquote,identifier__snac,identifier__Oxforddnb,name__lv,name__bs,name__sr,wikipedia__id,wikipedia__sl,identifier__BIBSYS,identifier__NUKAT,weblog,identifier__PACE,identifier__CSPAN,instagram,honorific_prefix,name__ig,wikipedia__igwikiquote,identifier__quora,wikipedia__ro,identifier__EuroparlMEP,name__vmf,name__az,name__te,wikipedia__az,wikipedia__nds,wikipedia__ms,wikipedia__nl,identifier__wikitree,name__zh_sg,name__zh_tw,name__wuu,name__yue,wikipedia__da,wikipedia__ja,wikipedia__wuu,wikipedia__zh_yue,identifier__WelshBiography,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,identifier__snapchat
Q16144618,Lorraine Barrett,Lorraine Barrett,Lorraine Barrett,Lorraine Barrett,Lorraine Barrett,Lorraine Barrett,Lorraine Barrett,Lorraine Barrett,Lorraine Barrett,Lorraine Barrett,Lorraine Barrett,Lorraine Barrett,Lorraine Barrett,Lorraine Barrett,Lorraine Barrett,Lorraine Barrett,Lorraine Barrett,Lorraine Barrett,Lorraine Barrett,Lorraine Barrett,Category:Lorraine Barrett,Lorraine Barrett,Lorraine Barrett,1950-03-18,female,Lorraine,politician,Barrett,4418,/m/050x6k,https://upload.wikimedia.org/wikipedia/commons/f/fe/Lorraine_Barrett_AM.jpg,,LorrBarrett,,لورين باريت,Лоррейн Барретт,Lorraine Barrett,لورين باريت,,,,,,,,,,,,,,Lorraine Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16191105,Jenny Rathbone,Jenny Rathbone,Jenny Rathbone,Jenny Rathbone,Jenny Rathbone,Jenny Rathbone,Jenny Rathbone,Jenny Rathbone,Jenny Rathbone,Jenny Rathbone,Jenny Rathbone,Jenny Rathbone,Jenny Rathbone,Jenny Rathbone,Jenny Rathbone,Jenny Rathbone,Jenny Rathbone,Jenny Rathbone,Jenny Rathbone,Jenny Rathbone,Category:Jenny Rathbone,Jenny Rathbone,Jenny Rathbone,1950-02-12,female,Jenny,politician,Rathbone,241,/m/0hgnyx5,https://upload.wikimedia.org/wikipedia/commons/6/66/Jenny_Rathbone_-_National_Assembly_for_Wales.jpg,827,JennyRathbone,,,,,,http://www.welshlabour.wales/jenny_rathbone,,,,,,,,,,,,,,Jenny Rathbone,,,,,,,,,,,Jenny Rathbone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16191114,David Rees,David Rees,David Rees,,David Rees,David Rees,,David Rees,,David Rees,,,,,,,,,,,Category:David Rees (politician),David Rees (gwleidydd),David Rees (politician),1957-01-17,male,David,politician,Rees,205,/m/0yn_km5,https://upload.wikimedia.org/wikipedia/commons/4/4f/David_Rees_(5804396479).jpg,8042,DavidReesAM,,,,David Rees,,http://www.david-rees.com,256801221,,,,,,,,,,,,David Rees (homme politique),,nb99072396,,,,,0000 0003 7862 262X,,,,,David Rees,,,,,,,,,,,,,,,,,,,,,,,,,DavidReesAMAberavon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17397080X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2002040861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16734718,Gwyn R Price,Gwyn R Price,Gwyn R Price,,Gwyn R Price,,,Gwyn R Price,,Gwyn R Price,,,,,,,,,,,Category:Gwyn R Price,,Gwyn R Price,,male,Gwyn,politician,Price,287,/m/0ynxz8n,https://upload.wikimedia.org/wikipedia/commons/6/68/Gwyn_Price_(5804944776).jpg,,gwynrprice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gwyn R Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16735288,Aled Roberts,Aled Roberts,Aled Roberts,Aled Roberts,Aled Roberts,Aled Roberts,Aled Roberts,Aled Roberts,Aled Roberts,Aled Roberts,Aled Roberts,Aled Roberts,Aled Roberts,Aled Roberts,,Aled Roberts,,,Aled Roberts,Aled Roberts,Category:Aled Roberts,Aled Roberts,Aled Roberts,1962-05-17,male,Aled,Welsh Language Commissioner,Roberts,421,/m/0yn_3nb,https://upload.wikimedia.org/wikipedia/commons/b/b8/Aled_Roberts_(6324905377).jpg,,AledRoberts2016,,,Алед Робертс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aled Roberts,,,,,,,,,,,,,,,,,,Aled Roberts,,,,,,,Aled Roberts,,,,,,,,,,,,,,2022-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1687064,Jenny Randerson,Jenny Randerson,Jenny Randerson,Jenny Randerson,"Jenny Randerson, Baroness Randerson",Jenny Randerson,Jenny Randerson,Jenny Randerson,Jenny Randerson,Jenny Randerson,Jenny Randerson,"Jenny Randerson, Baroness Randerson","Jenny Randerson, Baroness Randerson","Jenny Randerson, Baroness Randerson",Jenny Randerson,Jenny Randerson,"Jenny Randerson, Baroness Randerson","Jenny Randerson, Baroness Randerson",Jenny Randerson,"Jenny Randerson, Baroness Randerson",Category:Jenny Randerson,Jenny Randerson,"Jenny Randerson, Baroness Randerson",1948-05-26,female,Jenny,politician,Randerson,4409,/m/073h0s,https://upload.wikimedia.org/wikipedia/commons/a/a5/Jenny_Randerson.jpg,,JennyRanderson,,,,Jenny Randerson,,,,,,,,چينى رانديرسون,چينى رانديرسون,,,"Jenny Randerson, Baroness Randerson",,,Jenny Randerson,"Jenny Randerson, baronessa Randerson",,,,,,,WfMpdObA,,,,,蘭德森女男爵珍妮·蘭德森,,,,,,,,,,,,,제니 랜더슨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16945593,Nathan Gill,Nathan Lee Gill,Nathan Gill,Nathan Gill,Nathan Gill,Nathan Gill,Nathan Gill,Nathan Gill,Nathan Gill,Nathan Gill,Nathan Gill,Nathan Gill,Nathan Gill,Nathan Gill,Nathan Gill,Nathan Gill,Nathan Gill,Nathan Gill,Nathan Gill,Nathan Gill,Category:Nathan Gill,Nathan Gill,Nathan Gill,1973-07-06,male,Nathan,politician,Gill,433,/m/010qlg99,https://upload.wikimedia.org/wikipedia/commons/1/14/Nathan_Gill_AM.png,5574,NathanGillMEP,,ناثان جيل,,Nathan Gill,ناثان جيل,http://www.nathangill.wales/,,,,,,ناثان جيل,ناثان جيل,,,Nathan Gill,,,Nathan Gill,Nathan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NathanGillOfficial,,,,,,,,,,,,,,,,,,,,,,,,Nathan Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124965,,,,,,,,,,,,,,,,,,,,,,,,,
Q18535625,Heledd Fychan,Heledd Fychan,Heledd Fychan,,Heledd Fychan,Heledd Fychan,,Heledd Fychan,Heledd Fychan,Heledd Fychan,,,,,,Heledd Fychan,,,,Heledd Fychan,,Heledd Fychan,Heledd Fychan,1980-09-20,female,Heledd,politician,Fychan,426,,https://upload.wikimedia.org/wikipedia/commons/4/49/Heledd_Fychan_AS-MS.jpg,2749,Heledd_Plaid,,,,Heledd Fychan,,,,/g/11clt96zsf,Heledd Fychan,,Heledd Fychan,,,,,,,,,,,,,,,,,,,,Heledd Fychan,,Heledd Fychan,Heledd Fychan,Heledd Fychan,Heledd Fychan,Heledd Fychan,Heledd Fychan,Heledd Fychan,Heledd Fychan,,,,,,,,,,,,,,,,HeleddFychanPlaidCymru,,,,,,,,,,,,,Heledd Fychan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19397,Alun Michael,Alun Michael,Alun Michael,Alun Michael,Alun Michael,Alun Michael,Alun Michael,Alun Michael,Alun Michael,Alun Michael,Alun Michael,Alun Michael,Alun Michael,Alun Michael,Alun Edward Michael,Alun Michael,Alun Michael,Alun Michael,Alun Michael,Alun Michael,Category:Alun Michael,Alun Michael,Alun Michael,1943-08-22,male,Alun,politician,Michael,4557,/m/025jv9,https://upload.wikimedia.org/wikipedia/commons/c/cd/AlunMichael_crop.jpg,2952,AlunMichael,,آلون مايكل,Алан Майкл,Alun Michael,آلون مايكل,http://www.southwalescommissioner.wales,29028370,,,アラン・マイケル,,آلون مايكل,آلون مايكل,,,Alun Michael,,,Alun Michael,,nb99056195,mr-alun-michael,,,504,,kxDTSMAG,,alun-michael,10431,,阿龍·邁克爾,,,,,Alun Michael,,,Alun Michael,Alanus Michael,,,,,,,,,,Alanus Michael,,,Alun Michael,,,阿龍·邁克爾,阿龙·迈克尔,阿龙·迈克尔,"Майкл, Алан",,,,,,Alun Michael,,,Alun Michael,,麥文高,,,,,Alun Michael,,,,Alun Michael,,,,,,,,,,,,,,Alun Michael,,Alun Michael,,,,,,,,,,,,,,,,,Alun Michael,,,,,,,,,,,,,,,,,,,,,1894,Alun_Michael,25508,,1207778516,Alun Michael,Alun Michael,Alun Michael,mp81682,989/000164497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19958045,Janet Haworth,Janet Haworth,Janet Haworth,Janet Haworth,,Janet Haworth,,Janet Haworth,,Janet Haworth,,,,,,,,,,,,Janet Haworth,Janet Haworth,,female,Janet,politician,Haworth,4087,/m/0138g9ns,https://upload.wikimedia.org/wikipedia/commons/0/07/Janet_Owart.jpg,,,,,Джанет Хаворт,Janet Haworth,,,,,,,,,,,,,,,,,,,,,,,,,,,Janet Haworth,珍妮特·哈沃斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20065239,Altaf Hussain,Altaf Hussain,Altaf Hussain,Altaf Hussain,Altaf Hussain,Altaf Hussain,Altaf Hussain,Altaf Hussain,Altaf Hussain,Altaf Hussain,Altaf Hussain,Altaf Hussain,Altaf Hussain,Altaf Hussain,Altaf Hussain,Altaf Hussain,Altaf Hussain,Altaf Hussain,Altaf Hussain,Altaf Hussain,,Altaf Hussain,Altaf Hussain (Welsh politician),1944-07-31,male,Altaf,orthopedic surgeon,Hussein,543,,https://upload.wikimedia.org/wikipedia/commons/3/36/Altaf_Hussain_(Welsh_politician).jpg,5647,AltafHussainSWW,,,,,,http://www.altafhussain.wales,,/g/11bcdl6s35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,আলতাফ হুসেন,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20570139,Siân Gwenllian,Siân Gwenllian,Siân Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,,Sian Gwenllian,Siân Gwenllian,1956,female,Siân,politician,Gwenllian,4981,,https://upload.wikimedia.org/wikipedia/commons/9/9d/Siân_Gwenllian_AM_(28092344141).jpg,7866,siangwenfelin,,,,Siân Gwenllian,,,,/g/11clszsctk,Sian Gwenllian,,Sian Gwenllian,سيان جوينليان,سيان جوينليان,,,,,,,,,,,,,,,,,,Sian Gwenllian,,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,,,,,,,Siân Gwenllian,,,,,,,,,,,,,,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,,,Sian Gwenllian,,,Sian Gwenllian,Sian Gwenllian,,Sian Gwenllian,,,,,,,,,,,,,,,,,,,,,,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,,,,,,,,,,,,,,,,,Sian Gwenllian,,,,,,,,,,,,,,,,,Sian Gwenllian,,,,,,,,,,,,,,,,,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,Sian Gwenllian,
Q24035607,Rhianon Passmore,Rhianon Passmore,Rhianon Passmore,Rhianon Passmore,Rhianon Passmore,Rhianon Passmore,Rhianon Passmore,Rhianon Passmore,Rhianon Passmore,Rhianon Passmore,Rhianon Passmore,Rhianon Passmore,Rhianon Passmore,Rhianon Passmore,Rhianon Passmore,Rhianon Passmore,Rhianon Passmore,Rhianon Passmore,Rhianon Passmore,Rhianon Passmore,,Rhianon Passmore,Rhianon Passmore,1972,female,Rhianon,politician,Passmore,4651,,https://upload.wikimedia.org/wikipedia/commons/0/08/Rhianon_Passmore_AM_(27555191783).jpg,9420,Rhi4Islwyn,,,,,,,,/g/11cn8xf1cr,,,,ريانون باسمور,ريانون باسمور,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24039145,Hannah Blythyn,Hannah Blythyn,Hannah Blythyn,Hannah Blythyn,Hannah Blythyn,Hannah Blythyn,Hannah Blythyn,Hannah Blythyn,Hannah Blythyn,Hannah Blythyn,Hannah Blythyn,Hannah Blythyn,Hannah Blythyn,Hannah Blythyn,Hannah Blythyn,Hannah Blythyn,Hannah Blythyn,Hannah Blythyn,Hannah Blythyn,Hannah Blythyn,Category:Hannah Blythyn,Hannah Blythyn,Hannah Blythyn,1979-04-17,female,Hannah,politician,Blythyn,5112,,https://upload.wikimedia.org/wikipedia/commons/b/b8/Hannah_Blythyn_AM_(27555185853).jpg,7872,HannahBlythyn,,,,,,,,/g/11cn8y24h5,,,,هانا بليثين,هانا بليثين,,,,,,,Hannah Blythyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,האנה בליית'ין,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24039661,Lee Waters,Lee Waters,Lee Waters,Lee Waters,Lee Waters,Lee Waters,Lee Waters,Lee Waters,Lee Waters,Lee Waters,Lee Waters,Lee Waters,Lee Waters,Lee Waters,Lee Waters,Lee Waters,Lee Waters,Lee Waters,Lee Waters,Lee Waters,Category:Lee Waters,Lee Waters,Lee Waters,1976-02-12,male,Lee,politician,Waters,4978,/m/010nqvkn,https://upload.wikimedia.org/wikipedia/commons/5/57/Lee_Waters_AM_(28066509142).jpg,7453,Amanwy,,لي واترس,Ли Уотерс,Lee Waters,لي واترس,,98148207874600342110,,,,,لى واترس,لى واترس,,,,,,,,no2016165072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leeforllanelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24040034,Hefin David,Hefin David,Hefin David,Hefin David,Hefin David,Hefin David,Hefin David,Hefin David,Hefin David,Hefin David,Hefin David,Hefin David,Hefin David,Hefin David,Hefin David,Hefin David,Hefin David,Hefin David,Hefin David,Hefin David,,Hefin David,Hefin David,1977-08,male,Hefin,politician,David,513,,https://upload.wikimedia.org/wikipedia/commons/8/88/Hefin_David_AM_(28170811245).jpg,8066,Hef4Caerphilly,,,,Hefin David,,,,/g/11cn8w_18w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24041564,Neil McEvoy,Neil McEvoy,Neil McEvoy,Neil McEvoy,Neil McEvoy,Neil McEvoy,Neil McEvoy,Neil McEvoy,Neil McEvoy,Neil McEvoy,Neil McEvoy,Neil McEvoy,Neil McEvoy,Neil McEvoy,Neil McEvoy,Neil McEvoy,Neil McEvoy,Neil McEvoy,Neil McEvoy,Neil McEvoy,,Neil McEvoy,Neil McEvoy,1970,male,Neil,politician,McEvoy,255,,https://upload.wikimedia.org/wikipedia/commons/c/c9/Neil_McEvoy_AM_(28092346611).jpg,4967,neiljmcevoy,,نيل ماكيفوي,,Neil McEvoy,نيل ماكيفوي,,,/g/11cn6d_92b,,,,نيل ماكيفوى,نيل ماكيفوى,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24045680,Vikki Howells,Vikki Howells,Vikki Howells,Vikki Howells,Vikki Howells,Vikki Howells,Vikki Howells,Vikki Howells,Vikki Howells,Vikki Howells,Vikki Howells,Vikki Howells,Vikki Howells,Vikki Howells,Vikki Howells,Vikki Howells,Vikki Howells,Vikki Howells,Vikki Howells,Vikki Howells,Category:Vikki Howells,Vikki Howells,Vikki Howells,,female,Vikki,politician,Howells,5107,,https://upload.wikimedia.org/wikipedia/commons/7/72/Vikki_Howells_AM_(27555188583).jpg,7861,VikkiHowells,,,,Vikki Howells,,,,/g/11c6zy3syf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24048985,Michelle Brown,,Michelle Brown,Michelle Brown,Michelle Brown,Michelle Brown,Michelle Brown,Michelle Brown,Michelle Brown,Michelle Brown,Michelle Brown,Michelle Brown,Michelle Brown,Michelle Brown,Michelle Brown,Michelle Brown,Michelle Brown,Michelle Brown,Michelle Brown,Michelle Brown,,,Michelle Brown,1969-12-30,female,Michelle,politician,Brown,4975,,https://upload.wikimedia.org/wikipedia/commons/8/82/Michelle_Brown_AM.png,7759,MishBrownAM,,,Мишель Браун,,,,,/g/11cn6d8mnm,,,,ميشيل براون,ميشيل براون (سياسيه من المملكه المتحده),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,মিশেল ব্রাউন,,,Michelle Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michelle Brown,Michelle Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24050164,Dawn Bowden,Dawn Bowden,Dawn Bowden,Dawn Bowden,Dawn Bowden,Dawn Bowden,Dawn Bowden,Dawn Bowden,Dawn Bowden,Dawn Bowden,Dawn Bowden,Dawn Bowden,Dawn Bowden,Dawn Bowden,Dawn Bowden,Dawn Bowden,Dawn Bowden,Dawn Bowden,Dawn Bowden,Dawn Bowden,Category:Dawn Bowden,Dawn Bowden,Dawn Bowden,1960-02-14,female,Dawn,trade unionist,Bowden,4988,,https://upload.wikimedia.org/wikipedia/commons/7/7f/Dawn_Bowden_AM_(28066510182).jpg,9190,Dawn_Bowden,,,,Dawn Bowden,,,,/g/11c6zy2qz6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DawnBowdenAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24050178,Jayne Bryant,Jayne Bryant,Jayne Bryant,Jayne Bryant,Jayne Bryant,Jayne Bryant,Jayne Bryant,Jayne Bryant,Jayne Bryant,Jayne Bryant,Jayne Bryant,Jayne Bryant,Jayne Bryant,Jayne Bryant,Jayne Bryant,Jayne Bryant,Jayne Bryant,Jayne Bryant,Jayne Bryant,Jayne Bryant,,Jayne Bryant,Jayne Bryant,,female,Jane,politician,Bryant,5038,,https://upload.wikimedia.org/wikipedia/commons/c/c8/Jayne_Bryant_AM_(28092339351).jpg,8467,JBryantWales,,,,Jayne Bryant,,,,/g/11c6zwltrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24405225,Caroline Jones,,Caroline Jones,Caroline Jones,Caroline Jones,Caroline Jones,Caroline Jones,Caroline Jones,Caroline Jones,Caroline Jones,Caroline Jones,Caroline Jones,Caroline Jones,Caroline Jones,Caroline Jones,Caroline Jones,Caroline Jones,Caroline Jones,Caroline Jones,Caroline Jones,Category:Caroline Jones (politician),,Caroline Jones (politician),1955-04-01,female,Caroline,politician,Jones,5260,,https://upload.wikimedia.org/wikipedia/commons/3/32/Caroline_Jones_AM.png,5570,CarolineJonesAM,,كارولين جونز,Каролин Джонс,,,,,/g/11cn6f30xt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ক্যারোলিন জোন্স,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24405234,David Rowlands,David Rowlands,David Rowlands,David Rowlands,David Rowlands,David Rowlands,David Rowlands,David Rowlands,David Rowlands,David Rowlands,David Rowlands,David Rowlands,David Rowlands,David Rowlands,David Rowlands,David Rowlands,David Rowlands,David Rowlands,David Rowlands,David Rowlands,,,David Rowlands (politician),1948-04-28,male,David,politician,Rowlands,393,,https://upload.wikimedia.org/wikipedia/commons/2/27/David_Rowlands_AM_(28092341381).jpg,5183,AMDJRowlands,,,,,,,,/g/11cn6drng3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
