id,name,name__en,name__gd,name__ja,name__nl,name__bn,name__es,name__ast,name__sco,name__sl,wikipedia__en,wikipedia__gd,wikipedia__sco,occupation,gender,given_name,image,twitter,family_name,identifier__democracyclub,original_wikiname,name__de,name__fr,name__nb,name__da,name__nn,name__sv,name__hu,name__ru,name__ca,wikipedia__commons,wikipedia__de,birth_date,name__it,identifier__hansard,identifier__freebase,identifier__rush,name__ar,wikipedia__ar,name__tr,name__zh,wikipedia__tr,name__az,wikipedia__az,wikipedia__ca,name__ga,wikipedia__ga,identifier__snac,name__cy,name__zh_hant,name__zh_cn,name__zh_hans,wikipedia__es,identifier__VIAF,identifier__LCAuth,death_date,identifier__FAST,identifier__ISNI,identifier__Oxforddnb,identifier__national_archives,name__fa,name__nds,name__en_ca,name__en_gb,wikipedia__fr,website,wikipedia__hu,name__af,name__an,name__bar,name__br,name__co,name__cs,name__de_at,name__de_ch,name__eo,name__et,name__eu,name__fi,name__frp,name__fur,name__gl,name__gsw,name__hr,name__ia,name__id,name__ie,name__io,name__is,name__kg,name__lb,name__li,name__lij,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__oc,name__pcd,name__pl,name__pms,name__pt,name__pt_br,name__rm,name__ro,name__sc,name__scn,name__sk,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__parliamentDOTuk,identifier__ukparliamentid,name__he,name__la,name__mk,name__el,name__uk,name__yue,name__fy,name__ko,name__ka,name__zh_hk,name__zh_mo,name__zh_my,name__zh_sg,name__zh_tw,name__eml,name__or,name__hy,name__te,wikipedia__af,wikipedia__bar,wikipedia__br,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__eml,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__eo,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fy,wikipedia__gl,wikipedia__he,wikipedia__id,wikipedia__ie,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__nl,wikipedia__nlwikinews,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__simple,wikipedia__sv,wikipedia__te,wikipedia__uk,wikipedia__zh_yue,wikipedia__zh,identifier__GND,identifier__guardian_topic,identifier__ne_se,identifier__BBC_things,identifier__quora,identifier__Britannica,identifier__GTAA,name__bm,name__frc,name__jam,name__kab,name__lt,name__lv,name__pap,name__prg,name__rgn,name__vmf,name__azb,wikipedia__azb,facebook,wikipedia__mg,identifier__publicwhip,identifier__TWFY,identifier__NPG,name__fo,name__kl,name__kn,identifier__EuroparlMEP,identifier__wikitree,identifier__google_knowledge,identifier__bbc_democracy_live,honorific_prefix,identifier__NTA,noble_title,name__sh,name__bg,name__be,name__be_tarask,name__ext,wikipedia__an,wikipedia__be_x_old,wikipedia__be,wikipedia__bewikiquote,wikipedia__bg,wikipedia__cawikiquote,wikipedia__eowikinews,wikipedia__sh,wikipedia__vi,identifier__PACE,name__sr_ec,name__sr,wikipedia__sr,wikipedia__hy,name__ty,identifier__NNDB,identifier__BIBSYS,identifier__NUKAT,name__qu,wikipedia__ast,wikipedia__io,wikipedia__qu,wikipedia__ms,identifier__current_hansard,identifier__journalisted,name__sq,name__ta,wikipedia__ta,name__ang,name__nys,wikipedia__bat_smg,wikipedia__itwikiquote,name__sgs,wikipedia__ia,name__arz,wikipedia__arz,wikipedia__kw,name__kw,identifier__NLP,wikipedia__th,name__th,instagram,identifier__youtube,name__no,wikipedia__wuu,name__wuu,wikipedia__fo
Q24039769,Douglas Ross,Douglas Ross,Dùghlas Ross,,Douglas Ross,,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross (Scottish politician),Dùghlas Ross,Douglas Ross,politician,male,Douglas,https://upload.wikimedia.org/wikipedia/commons/a/a1/Official_portrait_of_Douglas_Ross_MP_crop_2.jpg,Douglas4Moray,Ross,2756,Douglas Ross (Scottish politician),Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Дуглас Росс,Douglas Ross,Category:Douglas Ross (Scottish politician),,1983-01-27,Douglas Ross,,,9908,دوغلاس روس,دوغلاس روس (سياسي),,道格拉斯·羅斯,,,,,Douglas Ross,,,Douglas Ross,,,,,,,,,,,,,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,,,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,Douglas Ross,commons/douglas-ross/4627,gPMSgdEb,,,,,,,,,,,,,,,,,,,,,,,,,,,,Douglas Ross (Scottish politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,道格拉斯·羅斯,,,,,,,,,,,,,,,,,,,,,,,25531,,,,,,,/g/11cn6gqbsn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Douglas Ross,,,,,,,,,,,,,,,,,,,,,
Q24039791,Jamie Greene,Jamie Greene,Jamie Greene,,Jamie Greene,,Jamie Greene,Jamie Greene,Jamie Greene,Jamie Greene,Jamie Greene,Jamie Greene,,politician,male,Jamie,https://upload.wikimedia.org/wikipedia/commons/9/9b/JamieGreeneMSP.jpg,jamiegreeneUK,Greene,6353,Jamie Greene,Jamie Greene,Jamie Greene,Jamie Greene,Jamie Greene,,Jamie Greene,Jamie Greene,,Jamie Greene,Category:Jamie Greene,,1980-03-19,Jamie Greene,,,,جيمي غريني,جيمي غريني,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamie Greene,,,,,,Jamie Greene,,,,,,,,,,,,,,,,,,,,,,,Jamie Greene,,Jamie Greene,,,,,,,,,,Jamie Greene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11cn69dshr,,,,,,,,,,,,,,,,,,Jamie Greene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24039795,Rona Mackay,Rona Mackay,Rona Mackay,,Rona Mackay,,Rona Mackay,Rona Mackay,Rona Mackay,Rona Mackay,Rona Mackay,Rona Mackay,Rona Mackay,journalist,female,Rona,https://upload.wikimedia.org/wikipedia/commons/3/39/Rona_Mackay_MSP.jpg,RonaMackayMSP,MacKay,9214,Rona Mackay,Rona Mackay,Rona Mackay,Rona Mackay,Rona Mackay,,Rona Mackay,Rona Mackay,,Rona Mackay,,,,Rona Mackay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rona Mackay,,,,,,Rona Mackay,,,,,,,,,,,,,,,,,,,,,,,Rona Mackay,,Rona Mackay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11cn69372f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24039803,Maurice Golden,Maurice Golden,Maurice Golden,,Maurice Golden,,Maurice Golden,Maurice Golden,Maurice Golden,Maurice Golden,Maurice Golden,Maurice Golden,,politician,male,Maurice,https://upload.wikimedia.org/wikipedia/commons/1/12/MauriceGoldenMSP.jpg,mgoldenmsp,Golden,154,Maurice Golden,Maurice Golden,Maurice Golden,Maurice Golden,Maurice Golden,,Maurice Golden,Maurice Golden,,Maurice Golden,,,1980-01-12,Maurice Golden,,,,موريس غولدن,موريس غولدن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice Golden,,,,,,Maurice Golden,,,,,,,,,,,,,,,,,,,,,,,Maurice Golden,,Maurice Golden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11cn69qxz5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24039804,Tom Arthur,Tom Arthur,Tom Arthur,,Tom Arthur,,Tom Arthur,Tom Arthur,Tom Arthur,Tom Arthur,Tom Arthur (Scottish politician),Tom Arthur,Tom Arthur (Scots politeecian),politician,male,Tom,https://upload.wikimedia.org/wikipedia/commons/3/3f/Tom_Arthur.jpg,ThomasCArthur,Arthur,9208,Tom Arthur (Scottish politician),Tom Arthur,Tom Arthur,Tom Arthur,Tom Arthur,,Tom Arthur,Tom Arthur,,Tom Arthur,Category:Tom Arthur (politician born 1985),,1985-10-01,Tom Arthur,,,,توم آرثر,توم آرثر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom Arthur,,,,,,Tom Arthur,,,,,,,,,,,,,,,,,,,,,,,Tom Arthur,,Tom Arthur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11cn6fzc46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24039805,Maurice Corry,Maurice Corry,Maurice Corry,,Maurice Corry,,Maurice Corry,Maurice Corry,Maurice Corry,Maurice Corry,Maurice Corry,Maurice Corry,,politician,male,Maurice,https://upload.wikimedia.org/wikipedia/commons/6/68/MauriceCorryMSP.jpg,,Corry,6666,Maurice Corry,Maurice Corry,Maurice Corry,Maurice Corry,Maurice Corry,,Maurice Corry,Maurice Corry,,Maurice Corry,,,1950-06,Maurice Corry,,,,موريس كوري,موريس كوري,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice Corry,,,,,,Maurice Corry,,,,,,,,,,,,,,,,,,,,,,,Maurice Corry,,Maurice Corry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11cn6fzcb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24039896,Richard Leonard,Richard Leonard,Richard Leonard,,Richard Leonard,,Richard Leonard,Richard Leonard,Richard Leonard,Richard Leonard,Richard Leonard,Richard Leonard,Richard Leonard,politician,male,Richard,https://upload.wikimedia.org/wikipedia/commons/d/dd/RichardLeonardMSP.jpg,LabourRichard,Leonard,7526,Richard Leonard,Richard Leonard,Richard Leonard,Richard Leonard,Richard Leonard,,Richard Leonard,Richard Leonard,,Richard Leonard,Category:Richard Leonard (Scottish politician),,1962-01,Richard Leonard,,,,ريتشارد ليونارد,ريتشارد ليونارد (سياسي اسكتلندي),,理查德·倫納德,,,,,,,,,,,,,,,,,,,,,,,,,https://scottishlabour.org.uk/,,,,,,,Richard Leonard,,,,,,Richard Leonard,,,,,,,,,,,,,,,,,,,,,,,Richard Leonard,,Richard Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Leonard,,,,,,,,,,,,,,,,,,,,,,,,,richardleonardmsp,,,,,,,,,,/g/11cn8w_mqv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,richardleonard4,,,,,
Q24039899,Monica Lennon,Monica Lennon,Monica Lennon,モニカ・レノン,Monica Lennon,,Monica Lennon,Monica Lennon,,Monica Lennon,Monica Lennon,Monica Lennon,,politician,female,Monica,https://upload.wikimedia.org/wikipedia/commons/d/db/Monica_Lennon_(25935373444)_(1).jpg,MonicaLennon7,Lennon,8406,Monica Lennon,Monica Lennon,Monica Lennon,Monica Lennon,Monica Lennon,,Monica Lennon,Monica Lennon,Моника Леннон,Monica Lennon,Category:Monica Lennon,,1981-01,Monica Lennon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monica Lennon,,,,,,Monica Lennon,,,,,,,,,,,,,,,,,,,,,,,Monica Lennon,,Monica Lennon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11cn8x_y8h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24039900,Graham Simpson,Graham Simpson,Graham Simpson,,Graham Simpson,,Graham Simpson,Graham Simpson,Graham Simpson,Graham Simpson,Graham Simpson (Scottish politician),Graham Simpson,,journalist,male,Graham,https://upload.wikimedia.org/wikipedia/commons/3/33/Graham_Simpson.jpg,GrahamSMSP,Simpson,4075,Graham Simpson (Scottish politician),Graham Simpson,Graham Simpson,Graham Simpson,Graham Simpson,,Graham Simpson,Graham Simpson,,Graham Simpson,,,,Graham Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graham Simpson,,,,,,Graham Simpson,,,,,,,,,,,,,,,,,,,,,,,Graham Simpson,,Graham Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11cn69vbll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24039903,Alison Harris,Alison Harris,Alison Harris,,Alison Harris,,Alison Harris,Alison Harris,Alison Harris,Alison Harris,Alison Harris,Alison Harris,,politician,female,Alison,https://upload.wikimedia.org/wikipedia/commons/9/9d/AlisonHarrisMSP.jpg,AlisonHarrisMSP,Harris,5045,Alison Harris,Alison Harris,Alison Harris,Alison Harris,Alison Harris,,Alison Harris,Alison Harris,,Alison Harris,,,1965-07-23,Alison Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alison Harris,,,,,,Alison Harris,,,,,,,,,,,,,,,,,,,,,,,Alison Harris,,Alison Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11cn699f5v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24045406,Alex Cole-Hamilton,Alex Cole-Hamilton,Alex Cole-Hamilton,アレックス・コール＝ハミルトン,Alex Cole-Hamilton,,Alex Cole-Hamilton,Alex Cole-Hamilton,Alex Cole-Hamilton,Alex Cole-Hamilton,Alex Cole-Hamilton,Alex Cole-Hamilton,Alex Cole-Hamilton,politician,male,Alex,https://upload.wikimedia.org/wikipedia/commons/9/98/AlexCole-HamiltonMSP.jpg,agcolehamilton,,8283,Alex Cole-Hamilton,Alex Cole-Hamilton,Alex Cole-Hamilton,Alex Cole-Hamilton,Alex Cole-Hamilton,,Alex Cole-Hamilton,Alex Cole-Hamilton,,Alex Cole-Hamilton,Category:Alex Cole-Hamilton,,1977-07-22,Alex Cole-Hamilton,,,,أليكس كول-هاميلتون,أليكس كول-هاميلتون,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Cole-Hamilton,,,,,,Alex Cole-Hamilton,,,,,,,,,,,,,,,,,,,,,,,Alex Cole-Hamilton,,Alex Cole-Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11cn69yt0k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24052665,Ben Macpherson,Ben Macpherson,Ben Macpherson,ベン・マクファーソン,Ben Macpherson,,Ben Macpherson,Ben Macpherson,Ben Macpherson,Ben Macpherson,Ben Macpherson (politician),Ben Macpherson,Ben Macpherson (politeecian),politician,male,Ben,https://upload.wikimedia.org/wikipedia/commons/f/fa/BenMacphersonMSP-May2016.jpg,BenMacpherson,Macpherson,8279,Ben Macpherson (politician),Ben Macpherson,Ben Macpherson,Ben Macpherson,Ben Macpherson,,Ben Macpherson,Ben Macpherson,,Ben Macpherson,,,,Ben Macpherson,,,,بن ماكفيرسن,بين ماكفيرسن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ben Macpherson,,,,,,Ben Macpherson,,,,,,,,,,,,,,,,,,,,,,,Ben Macpherson,,Ben Macpherson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11cn69qxwb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24052667,Ash Denham,Ash Denham,Ash Denham,アッシュ・デナム,Ash Denham,,Ash Denham,Ash Denham,Ash Denham,Ash Denham,Ash Denham,Ash Denham,Ash Denham,politician,female,Ash,https://upload.wikimedia.org/wikipedia/commons/c/c0/AshDenhamMSP-May2016.jpg,ashtenRD,Denham,8040,Ash Denham,Ash Denham,Ash Denham,Ash Denham,Ash Denham,,Ash Denham,Ash Denham,,Ash Denham,,,1974-03-08,Ash Denham,,,,,,,阿什·鄧哈姆,,,,,,,,,,,,,,,,,,,,,,,,,https://ashdenham.scot,,,,,,,Ash Denham,,,,,,Ash Denham,,,,,,,,,,,,,,,,,,,,,,,Ash Denham,,Ash Denham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11cn6d_8sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24052668,Fulton MacGregor,Fulton MacGregor,Fulton MacGregor,,Fulton MacGregor,,Fulton MacGregor,Fulton MacGregor,Fulton MacGregor,Fulton MacGregor,Fulton MacGregor,Fulton MacGregor,Fulton MacGregor,politician,male,Fulton,https://upload.wikimedia.org/wikipedia/commons/c/c5/Fulton_MacGregor_MSP.jpg,fultonsnp,MacGregor,8297,Fulton MacGregor,Fulton MacGregor,Fulton MacGregor,Fulton MacGregor,Fulton MacGregor,,Fulton MacGregor,Fulton MacGregor,,Fulton MacGregor,,,1980-07-24,Fulton MacGregor,,,,فولتون ماكجريجور,فولتون ماكجريجور,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fulton MacGregor,,,,,,Fulton MacGregor,,,,,,,,,,,,,,,,,,,,,,,Fulton MacGregor,,Fulton MacGregor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11cn6dmyfj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24052669,Daniel Johnson,Daniel Johnson,Daniel Johnson,ダニエル・ジョンソン,Daniel Johnson,ড্যানিয়েল জনসন,Daniel Johnson,Daniel Johnson,Daniel Johnson,Daniel Johnson,Daniel Johnson (Scottish politician),Daniel Johnson,,politician,male,Daniel,https://upload.wikimedia.org/wikipedia/commons/0/0f/David_Johnson_MSP.jpg,DJohnsonMSP,Johnson,8282,Daniel Johnson (Scottish politician),Daniel Johnson,Daniel Johnson,Daniel Johnson,Daniel Johnson,,Daniel Johnson,Daniel Johnson,,Daniel Johnson,,,1977-09-03,Daniel Johnson,,,,دانيال جونسون,دانيال جونسون (سياسي بريطاني),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Johnson,,,,,,Daniel Johnson,,,,,,,,,,,,,,,,,,,,,,,Daniel Johnson,,Daniel Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11cn6g6b9y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24052670,Ivan McKee,Ivan McKee,Ivan McKee,,Ivan McKee,,Ivan McKee,Ivan McKee,Ivan McKee,Ivan McKee,Ivan McKee,Ivan McKee,Ivan McKee,politician,male,Ivan,https://upload.wikimedia.org/wikipedia/commons/3/3d/IvanMcKeeMSP-May2016.jpg,Ivan_McKee,McKee,8364,Ivan McKee,Ivan McKee,Ivan McKee,Ivan McKee,Ivan McKee,,Ivan McKee,Ivan McKee,,Ivan McKee,,,1963-09,Ivan McKee,,,,إيفان ماكي,إيفان ماكي (سياسي),,伊萬·麥克,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivan McKee,,,,,,Ivan McKee,,,,,,,,,,,,,,,,,,,,,,,Ivan McKee,,Ivan McKee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11cn6btnkw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivan McKee,,,,,,,,,,,,,,,,,,,,,
Q24052671,Annie Wells,Annie Wells,Annie Wells,,Annie Wells,,Annie Wells,Annie Wells,Annie Wells,Annie Wells,Annie Wells (politician),Annie Wells,,politician,female,Annie,https://upload.wikimedia.org/wikipedia/commons/9/9e/AnnieWellsMSP.jpg,AnnieWellsMSP,Wells,6009,Annie Wells (politician),Annie Wells,Annie Wells,Annie Wells,Annie Wells,,Annie Wells,Annie Wells,,Annie Wells,Category:Annie Wells,,1972-02-24,Annie Wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annie Wells,,,,,,Annie Wells,,,,,,,,,,,,,,,,,,,,,,,Annie Wells,,Annie Wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnnieWellsMSP,,,,,,,,,,/g/11cn6btnx0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anniewellsmsp,,,,,
Q24052672,Miles Briggs,Miles Briggs,Miles Briggs,,Miles Briggs,,Miles Briggs,Miles Briggs,Miles Briggs,Miles Briggs,Miles Briggs,Miles Briggs,,politician,male,Miles,https://upload.wikimedia.org/wikipedia/commons/8/88/Miles_Briggs.jpg,MilesBriggsMSP,Briggs,1646,Miles Briggs,Miles Briggs,Miles Briggs,Miles Briggs,Miles Briggs,,Miles Briggs,Miles Briggs,,Miles Briggs,,,1983-03-30,Miles Briggs,,,,مايلز بريغز,مايلز بريغز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Briggs,,,,,,Miles Briggs,,,,,,,,,,,,,,,,,,,,,,,Miles Briggs,,Miles Briggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11cn6fgmjs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24052673,Donald Cameron,Donald Cameron,Dòmhnall Camshron,,Donald Cameron,,Donald Cameron,,Donald Cameron,Donald Cameron,Donald Cameron (Scottish politician),Dòmhnall Camshron,,politician,male,Donald,https://upload.wikimedia.org/wikipedia/commons/d/d5/Donald_cameron_msp_wiki2.jpg,DAJCameron,Cameron,6816,Donald Cameron (Scottish politician),Donald Cameron,Donald Cameron,Donald Cameron,Donald Cameron,,Donald Cameron,Donald Cameron,,,,,1976-11-26,Donald Cameron,,,,دونالد كاميرون,دونالد كاميرون (سياسي بريطاني),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Donald Cameron,,,,,,Donald Cameron,,,,,,,,,,,,,,,,,,,,,,,Donald Cameron,,Donald Cameron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11cn6gvfpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24052675,Peter Chapman,Peter Chapman,Peter Chapman,,Peter Chapman,,Peter Chapman,Peter Chapman,Peter Chapman,Peter Chapman,Peter Chapman (politician),Peter Chapman,,politician,male,Peter,https://upload.wikimedia.org/wikipedia/commons/f/f4/Peter_Chapman.jpg,PeterChapmanMSP,Chapman,8230,Peter Chapman (politician),Peter Chapman,Peter Chapman,Peter Chapman,Peter Chapman,,Peter Chapman,Peter Chapman,,Peter Chapman,,,1950-05-13,Peter Chapman,,,,بيتر شابمان,بيتر شابمان (سياسي),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Chapman,,,,,,Peter Chapman,,,,,,,,,,,,,,,,,,,,,,,Peter Chapman,,Peter Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11cn6by5v3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Chapman,,,,,,,,,,,,,,,,,,,,,
Q24052676,Liam Kerr,Liam Kerr,Liam Kerr,,Liam Kerr,,Liam Kerr,Liam Kerr,Liam Kerr,Liam Kerr,Liam Kerr,Liam Kerr,,politician,male,Liam,https://upload.wikimedia.org/wikipedia/commons/4/4f/Liam_Kerr_MSP.jpg,liamkerrMSP,Kerr,8218,Liam Kerr,Liam Kerr,Liam Kerr,Liam Kerr,Liam Kerr,,Liam Kerr,Liam Kerr,,Liam Kerr,,,1975-01-23,Liam Kerr,,,,ليام كير,ليام كير,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liam Kerr,,,,,,Liam Kerr,,,,,,,,,,,,,,,,,,,,,,,Liam Kerr,,Liam Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/11cn6blnj1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
